,copyrightYear,doi,abstract
6885,1953,10.1103/PhysRev.89.1247,The angular distribution of neutrons scattered by deuterons has been investigated by proportional counter techniques in the energy range 0.1 to 1.0 Mev. The distribution shows a very marked anisotropy at the higher energies which is still appreciable at 135 kev. Values for the total scattering cross sections are in agreement with earlier data down to 446 kev but apparently increase above the accepted value for the unbound thermal cross section.
6886,1953,10.1103/PhysRev.89.1251,"The experimental values of the electric quadrupole moment and percentage D state in the deuteron together with the effective triplet range of the neutron-proton interaction are employed to determine a rigorous lower bound on the ""cut-off"" range of the neutron-proton interaction. The latter is defined to be the range beyond which the deuteron wave functions have effectively their asymptotic form."
6887,1953,10.1103/PhysRev.89.1255,"A comparison is made of the results of three independent studies of upper-atmospheric influences on the penetrating cosmic radiation. The results of Cotton and Curtis are in disagreement with those of Duperier and the author, who agree very closely on the value of the upper-atmospheric temperature coefficient for the hard radiation observed at sea level. The work of Cotton and Curtis is examined with regard to method of data reduction, whereupon it is suggested that they are possibly in error because of statistical inadequacy of the cosmic-ray data and an improper mode of application of meteorological data."
6888,1953,10.1103/PhysRev.89.1256,"Molere's theory of multiple scattering of electrons and other charged particles is here derived in a mathematically simpler way. The differential scattering law enters the theory only through a single parameter, the screening angle a, Eq. (21). The angular distribution, except for the absolute scale of angles, depends again only on a single parameter b, Eq. (22). It is shown that b depends essentially only on the thickness of the scattering foil in g/cm2, and is nearly independent of Z.  The transition to single scattering is re-investigated. An asymptotic formula is obtained which agrees essentially with that of Molire, Snyder, and Scott, but which remains accurate down to smaller angles, Eq. (38).  The theory of Goudsmit and Saunderson has a close quantitative relation to that of Molire, and a good approximation to their distribution function can be obtained by multiplying Molire's function by (sin). This relation holds until the scattering angles become so large that only very few terms in the series of Goudsmit and Saunderson need to be taken into account."
6889,1953,10.1103/PhysRev.89.1267,"It was demonstrated that the previously reported 1.8-hr Ce145 and 4.5-hr Pr145 do not occur among the uranium fission products. Ce146 and Pr146 were briefly reinvestigated: the former decays with a half-life of 13.90.6 minutes and emits -rays of 0.9-Mev maximum energy followed by soft -rays; the latter decays with a half-life of 24.40.5 minutes and its maximum -ray energy is 3.8 Mev. In addition, it was shown that any undiscovered short-lived Ce fission products must decay with half-lives shorter than 6 minutes."
6890,1953,10.1103/PhysRev.89.1268,"Experiments have been performed to observe gamma-rays produced by the interaction of 14-Mev neutrons with iron. Although the gamma-spectrum appears to be continuous below 3.0 Mev, there may be discrete gamma-rays at 3.3, 4.4, 5.8, 7.1, and 8.75 Mev. The total cross section for gamma-ray production is 4.60.5 barns."
6891,1953,10.1103/PhysRev.89.1271,"The total neutron cross sections of Co, Ga, Se, Cd, Te, Pt, Au, Hg, and Th were measured as a function of neutron energy from 0.1 to 3 Mev. An estimate of the error caused by neutrons scattered into the detector was made by measuring the apparent cross section as a function of sample diameter. The results give additional evidence that, neglecting resonance structure, total structure, total neutron cross-section curves have characteristic shapes which change slowly with atomic weight."
6892,1953,10.1103/PhysRev.89.1273,"A relativistic, double-focusing mass spectrometer has been built to operate with 55-kev electrons. It has reversible electric field and fixed magnetic field. Positrons from Na22 and electrons from a hot filament alternately follow identical trajectories in opposing directions. The magnitude of the electric field required to focus is used as the measure of me. Seventeen positron runs were made intermediate in time between twelve electron runs. The rms deviation of the data lies within the standard deviation associated with positron counting. The result is (me)--(me)+me=(2671)10-6, where the uncertainty is the standard deviation."
6893,1953,10.1103/PhysRev.89.1278,"The Schwinger variational principle is reduced to a convenient form by using trial solutions of the form iciui(x). The reliability of the formalism for polynomial trial solutions is studied for several fields, and wherever possible comparisons are made with phase shifts determined from other variational principles.  The forward scattering amplitude is determined variationally for scattering in the static field of the hydrogen atom, and it is demonstrated that the undisturbed wave as trial solution provides more accurate results for all incident energies than second Born approximation. The improved variational estimate of the total cross section for this field approaches that of Born at the higher energies."
6894,1953,10.1103/PhysRev.89.1283,"An absolute electrostatic analyzer of deflecting angle 22 radians has been used to measure and stabilize the energy of the proton beam from an air insulated electrostic generator. The following resonant energies for proton capture by some of the light elements have been measured:   B11(p,)C12 163.80.3 kev.  C12(p,)N13 456.80.5 kev.  F19(p,)Ne20* 224.40.4 kev.  Mg26(p,)Al27 314.80.5, 338.50.5, 389.40.5, 436.50.4, 454.20.3, 484.01.0 kev.  Mg24(p,)Al25* 418.00.5 kev.  Al27(p,)Si28 226.31.5, 294.10.5, 325.60.4, 404.70.4, 438.50.5, 504.00.6 kev.     The high energy resolution of one thousand obtained has made accurate determination of the half-widths of these resonances possible."
6895,1953,10.1103/PhysRev.89.1288,"A high pressure ionization chamber has been used to measure the energy distribution of proton recoils from the neutrons which are emitted during the thermal neutron fission of U235. The energy spectrum of the fission neutrons is obtained by applying suitable wall corrections and by using 2.5-Mev d-d neutrons for an energy calibration. Measurements were made in the range from 1 to 4 Mev, and within the experimental errors, the resulting fission spectrum follows Watt's [B. E. Watt, Phys. Rev. 87, 1037 (1952)] semi-empirical relation, N(E)=e-Esinh(2E)."
6896,1953,10.1103/PhysRev.89.1291,"Using sources derived from neutron capture in enriched (97.5 percent) W186, about 40 internally converted electron lines are recorded in photographic magnetic spectrometers. Their interpretation leads to the evaluation of 14 gamma-rays in rhenium 187, seven of which had not been previously observed. It is possible to arrange these transitions in a consistent level scheme for the rhenium 187 nucleus. The KL ratios are determined for five of the gamma-rays and the multipolarity and nature of the transitions proposed."
6897,1953,10.1103/PhysRev.89.1293,"Using the extreme jj coupling model and employing semi-empirical g factors, magnetic moments are computed for those odd-odd nuclei for which I and  measurements exist (Table I). The results are suggestive as to relevant coupling properties of such nuclei, but as yet not sufficient for definite conclusions. As an aid to possible future work, this note includes a tabulation (Table II) of computed magnetic moments for some odd-odd nuclei for which tentative spin assignments are possible, employing both free nucleon and semi-empirical g factors and based on pure LS and jj two-nucleon states."
6898,1953,10.1103/PhysRev.89.130,"The equatorial ring current postulated by Chapman and Ferraro to explain the main phase of terrestrial magnetic storms is analyzed with respect to its effect on the intensity of the cosmic radiation. For mathematical convenience, the ring current is replaced by a current sheet located on the surface of a sphere concentric with the earth, in accordance with a suggestion due to Chapman. A simple expression is then obtained relating the variations in magnetic field at the equator with the corresponding variations to be expected in the intensity of cosmic radiation measured by an arbitrary detector located at any latitude and atmospheric depth."
6899,1953,10.1103/PhysRev.89.134,"Application of a 20 000-volt electron beam probe to the study of the fields in the Crookes dark space of normal and abnormal glow discharges in air and N2 from 50 to 400 microns pressure and current densities from 3 to 20 a/cm2 were made. In general agreement with Aston's low pressure study of 1911, the fields generally dropped in a linear fashion from cathode to negative glow. Fields ranged from 600 volts/cm on down at the cathode. Over-all accuracy was 10 percent or better. These fields, together with known variations of ion drift velocity and approximate Townsend second coefficients , allow the ionization per cm along the axis to be computed as a function of position in the dark space. While accuracy of fields at the cathode are not such as to allow of positive statement, the nature of errors present strongly indicate the ionization function in the dark space to be of the type deduced by Morton under similar conditions in coaxial cylindrical geometry."
6900,1953,10.1103/PhysRev.89.142,The role of short-range order in effecting the disappearance of absorption as the Curie temperature is approached is discussed. The prediction of a simple theory of the effect agrees very well with experimental results from MnO. Consideration is also given to the relation of resonance experiments and studies made by neutron diffraction.
6901,1953,10.1103/PhysRev.89.145,"That part of the emission spectrum of C13O16 occurring between 1900 and 6500A has been obtained in an uncondensed discharge under conditions of low current density. A rotational analysis of the 0-1, 0-2, 0-3, 0-4, 0-5, and 1-1 Angstrom bands has been made. The molecular constants derived therefrom agree closely with those calculated for C13O16 from spectroscopic data pertaining to C12O16. The behavior, with respect to isotopic substitution, of the first vibrational quantum in the B +1 electronic state suggests the possibility of rapid convergence of the levels. In the fourth positive group of C13O16, thirty-five band heads have been measured, involving nine v progressions and twelve v progressions, each including at least two measured bands. Band origins calculated from these data agree closely with those represented by term formulas herein proposed. Vibrational constants for the ground electronic states of the two isotopic species, consistent with the theory of the isotope effect and with existing experimental data are, in cm-1,    e exe eye    C12O16 2169.84 13.301 0.0123  C13O16 2121.47 12.715 0.0115"
6902,1953,10.1103/PhysRev.89.148,"In a set of 23,000 cloud-chamber photographs taken in a study of penetrating showers, 134 examples of the decay of neutral V-particles, and 18 of the decay of charged V-particles, were observed. An analysis of the 152 examples leads to the following principal conclusions: (1) V-particles result from the impact of mesons and probably also of nucleons, upon nuclei. (2) V-particles are generally produced singly and not in pairs. (3) Two independent kinds of data, one based on measurements of angles and other purely spatial relationships, and the other based on measurements of momentum and specific ionization, lead to the conclusion that more than 80 percent of these neutral V-particles decayed by the production of a heavy positive and a light negative particle. The mass of the heavy positive particle in most instances was consistent with that of a proton, but in a few cases may have been somewhat less. The negative particle appeared most often to be a -meson, although in a few cases a -meson was indicated. In about 7 percent of the cases, the positive particle was light and had a mass consistent with that of a - or -meson. In these cases the mass of the negative particle was not well determined. So far, therefore, in these investigations, there is no direct evidence that a neutral V-particle decays into two -mesons, or into a positive -meson and a negatively charged proton, although a few cases may be so interpreted. (4) The data are consistent with the assumption of a two-body decay for a majority of the neutral V-particles, and therefore a rather extensive analysis is given based upon this assumption. (5) The energy release, or Q-value, of the decay of neutral V-particles was computed, on the assumption of a two-body decay, for those cases in which the production of a heavy positive particle was clearly indicated, and where momentum measurements were possible. On the assumption of a decay into a proton and a - meson, the Q-values obtained ranged from 10 Mev to about 100 Mev. The great majority of cases however, may be described in terms of discrete Q-values at 353 Mev, and 755 Mev, although, of course, the data are consistent with distributions about these values. For the same set of cases, if the positive particle is assumed to be as light even as 1250me, and/or the negative particle is assumed to be a -meson, the distribution of Q-values is not greatly changed, and the apparent necessity for at least two different Q-values remains. In those few cases mentioned in (3) above, in which the positive particle was light, and in which the mass of the negative particle was undetermined, the energy release, computed on the basis of a two-body decay, depends upon the assumed identity of the decay products, and is about 100-130 Mev for the assumption that two -mesons are produced, about 50-80 Mev for a positive -meson and a negative -meson, and about 30-80 Mev for a positive -meson and a negative proton. (6) The rest mean lifetime of V0 particles, which appear to yield protons and --mesons as decay products, was found to be 1.610-10 sec for 26 cases having Q-values greater than 50 Mev, and 2.910-10 sec for 48 cases having Q-values less than 50 Mev, on the assumption of a two-body decay. In view of the rather poor statistics, the above two lifetimes are consistent with a single value, and lead to an average of 2.50.710-10 sec. The above lifetimes are not appreciably changed if a multibody decay of the neutral V-particle is assumed. (7) The data are not adequate to distinguish conclusively between a two-body and a multi-body decay, and, therefore, a discussion is also given in terms of a variety of possible decay schemes of the neutral V-particle."
6903,1953,10.1103/PhysRev.89.16,"Existence of the -meson of vector type which is neither a - nor -meson and which transmits the -decay of nuclei has been tantatively assumed, the results thus derived being compared with experiments on -decay. The differences between the -meson theory and the phenomenological Fermi theory lie in the natural deduction of the vector interaction as well as the introduction of new nuclear matrix elements which are characteristic of the meson dipole. The selection rules for the L-forbidden transitions are involved in these matrix elements, the orders of which are expected to be that of the unfavored parity transitions in each degree of forbidden transitions. The observability of a free -meson is also discussed."
6904,1953,10.1103/PhysRev.89.168,"The V particles produced in penetrating showers have been studied in a cloud chamber containing lead plates. The results can be interpreted in terms of two types of neutral unstable particles, V10p+ and V20+, although other possibilities are not excluded by our data. Analysis of the dynamics of three-particle decay indicates that such a process must still be considered as possible. The lifetimes of the particles have been calculated, taking into account the bias introduced by the finite size of the cloud chamber. If we use average values for the masses of the unstable particles, the lifetime for the V10 is (107)10-10 sec and for the V20 is (43)10-10 sec."
6905,1953,10.1103/PhysRev.89.180,"The green continuum of Hg vapor in a low current, positive column discharge has been found to be greatly enhanced by the presence of a considerable pressure of a rare gas (e.g., 50-mm argon). The effect is most striking for lower Hg pressures (e.g., at 50C). At 215C the light efficiency of the continuum reaches 41 lu/w. The continuum extends from 4000 to 6400A; its maximum occurs at 5130A at 115 and shifts toward the violet at higher temperatures. Very small amounts of gas impurity, e.g., 40 parts per million of N2 increase the brightness and also the voltage; larger amounts, e.g., 150 ppm N2, quench the brightness almost completely."
6906,1953,10.1103/PhysRev.89.182,"The alpha-decay of radiothorium is followed by an 83.3-kev gamma-ray whose angular correlation with the alpha-particle was investigated, using scintillation counters and fast coincidence circuits. The correlation curve does not agree with any of the theoretical ones derived under the assumption that the angular momenta of the three states involved are 0-J-0. Possible reasons for this somewhat unexpected result are discussed."
6907,1953,10.1103/PhysRev.89.185,"The various contributions to the entropy of activation for metallic diffusion are examined theoretically. In particular, the entropy contribution arising from the altered vibrational frequencies around the saddle point is estimated. It is concluded that negative over-all entropies of activation are theoretically permissible and are likely to arise when the over-all activation energy is small."
6908,1953,10.1103/PhysRev.89.189,A simplified nonrelativistic theory of the mesonic Auger effect is presented and discussed. Comparison is made between the predicted and observed numbers of Auger electrons emitted in - meson capture processes.
6909,1953,10.1103/PhysRev.89.194,"The energies of the beta-rays of Br87 were determined to be 2.6 and 8.0 Mev by aluminum absorption measurements. Gamma-radiation was observed, and from the absorption curve of the secondary Compton electrons, the maximum energy of the gamma-radiation was found to be 5.4 Mev. Most of the gamma-rays have energies in the range 2 to 4 Mev. Coincidences were observed between the weaker beta-ray and the gamma-rays. Gamma-gamma coincidences were also noted.  The fission yield of Br87 was found to be 3.1 percent."
6910,1953,10.1103/PhysRev.89.20,"This paper deals with the light emission, which arises from the passage of a current in the forward direction over a p-n-barrier in a transparent (""pure"") silicon-carbide crystal. The results differ from previous results obtained on a dark blue (impure) silicon carbide crystal in several respects: The spectral distribution of light emission is found to be independent of current and temperature. Both the efficiency of light emission and the decay constant of light emission increase exponentially with decreasing temperature. This is explained by a nonradiative transition of excited electrons. In a dark blue (impure) silicon carbide crystal, the resistances in series with the p-n-barrier were largely eliminated, and light emission at a voltage of the same magnitude as he, was observed."
6911,1953,10.1103/PhysRev.89.204,"Attenuation measurements in good geometry on polyethylene and graphite scatterers with transmissions from 0.30 to 0.65 have been made. A thin-walled gas target was used, producing forward d-d neutrons at a mean energy of 4.7490.009 Mev. Care was taken to minimize uncertainties arising from neutrons of other energies, from unshadowed background, and from impurities in the samples. The geometry was such that multiple scattering-in contributed no more than 0.12 percent to the total uncertainty. Checks against rate-dependent sensitivity of the detector revealed no effects greater than 0.15 percent. The total n-p scattering cross section deduced from the measurements is 1.6900.0066 barns, where the probable error has been increased from the statistical error of 0.0024 barn to include the energy uncertainty and estimates of possible systematic effects. Values of r0s(n-p), the singlet effective range of the n-p interaction, obtained from this result for several potential shapes, are compared with corresponding values of r0s(p-p). The validity of the hypothesis of charge independence is found to depend on the potential shape assumed."
6912,1953,10.1103/PhysRev.89.223,"The penetration parameters FL2, GL2 and AL2 have been compared as functions of energy for a number of reactions induced by proton or alpha-particle bombardment of light nuclei. It was found that these parameters behaved quite similarly in the energy range considered, particularly for L&gt;0. The limitations on the applicability of barrier ""penetration factors"" in the treatment of reaction cross sections are investigated by computing a number of typical cases, making use of the one-body model with allowance for absorption of the incident wave. Several sets of values of nuclear radius and well depth were used. The relation between the one-body cross section without absorption and the channel penetration parameters, fL2 and gL2, is treated in some detail for the Li7(p,) reaction. Breit's consideration of the case of very strong absorption L1AL2, is also presented. The connection between the one-body model without absorption and a one-level dispersion formula in the vicinity of sharp resonance is used to tabulate the properties of a number of one-body resonances. In a number of cases resonances were found to be broadened markedly by the absorption of the incident wave in nuclear matter."
6913,1953,10.1103/PhysRev.89.237,"A method is presented for calculating the energy levels of a crystal. The method is based on finding a variational principle for the energy levels in terms of the Wannier functions instead of the usual Bloch wave functions. The variational principle does not give the energy E(k) directly, but if E(k) for a particular band is expanded in a Fourier series in k, then the variational principle gives the Fourier coefficients of E(k) in this expansion. The maxima and minima properties of the variational principle are investigated. The variational principle is properly modified for application to valence bands. The types of trial functions that will arise is discussed, and the method is applied to a one-dimensional crystal. Our results are compared with the results of the method of orthogonal plane waves for the same problem."
6914,1953,10.1103/PhysRev.89.244,"Total yield and kinetic energy distribution have been measured for electrons ejected from atomically clean and gas covered molybdenum by the ions He+, He++, and He2+ in the kinetic energy range 10 to 1000 ev. Evidence is presented that one electron is excited into the kinetic energy continuum for each incident He+ ion and that the electrons so excited are partially internally reflected at the potential barrier of the metal. The slowest ions observed were found to eject 0.25, 0.72, and 0.13 electron per ion for He+, He++, and He2+, respectively. Total electron yield is found to be nearly independent of ion kinetic energy up to 1000 ev. This observation and that of the kinetic energy maximum for slow ions indicate that the electrons are released in an Auger type process for which the energy is supplied by the potential and not the kinetic energy of the ion (potential ejection). Electrons of kinetic energy greater than the upper limit predicted by present theory are observed for faster ions and are accounted for by the shift of the energy levels of the bombarding particle when it is near the metal surface. Some conclusions concerning reflection processes at a metal surface and the nature of electron ejection by the alpha-particle (He++) and the molecular helium ion (He2+) come out of this work."
6915,1953,10.1103/PhysRev.89.25,"The number of coincidences between two trays of Geiger-counters located at a depth of 8.46104 g cm-2 underground was recorded each hour, and these data were analyzed for variation of cosmic-ray intensity with solar and sidereal time. (A total of 7.4105 -mesons was observed whose average energy is estimated to be 21011 ev.) In each case the standard deviation of the observed coincidence rates from the mean rate is not larger than the standard deviation expected from a normal distribution. The first harmonic amplitudes of the solar and sidereal variations indicate that the data are equally consistent with an assumed daily sinusoidal variation in the coincidence rates of 0.5 percent and with the absence of such variation. The difficulties involved in deducing directional properties of the primary cosmic radiation from harmonic analysis of variations in secondary radiation underground are discussed."
6916,1953,10.1103/PhysRev.89.256,"Paramagnetic resonance absorptions in tetravalent, trivalent, and divalent salts of V and in a divalent salt of Mn have been investigated at room temperature and at a frequency of 9.2109 sec-1. A detailed study has been made of the absorption in single crystals of the Tutton salt of V+2 as a function of orientation. The results have been interpreted on the basis of crystalline electrostatic fields."
6917,1953,10.1103/PhysRev.89.263,"The relationship between the covariance of a field theory and the equations of motion is discussed in both the Lagrangian and the Hamiltonian formalism. All theories whose field equations are derivable from a variational principle and are covariant under arbitrary (curvilinear) coordinate transformations posses Bianchi identities and, hence, ""strong"" conservation laws. Because the strong conservation laws are ordinary divergences equal to zero, whether or not the field equations are satisfied, there exist certain skew-symmetric expressions whose divergences yield the components of the energy-momentum tensor. These superpotentials, as the skew-symmetric expressions are called, enable us to write the energy and momentum content of the field as two-dimensional surface integrals. Also, by using the superpotentials together with the field equations, one can find certain surface integrals which are independent of the surface of integration and which yield the equations of motion for the singularities enclosed by the surface. If the Einstein-Infeld approximation method is applied in the general theory of relativity, the above surface integrals reduce to integrals which are equivalent to those used by Einstein and Infeld to obtain the equations of motion for the field sources.  In the Hamiltonian formalism the covariance of the theory is revealed in the existence of a number of constraints between the momenta and the field variables. Therefore, we examine the relationship between the constraints and the Bianchi identities, which lead to the strong conservation laws. We find that the first time derivative of the constraints leads to the existence of four linear combinations of field equations which are free of the time derivatives of the canonical field variables. These four expressions are the ""secondary"" constraints. The second time derivative of the primary constraints leads to the Bianchi identities in terms of the canonical field variables. Thus, we are able to establish the existence of the strong conservation laws in the Hamiltonian formalism and by the same arguments as in the Lagrangian formalism establish the existence of the superpotentials. The superpotentials are written out only for the gravitational theory."
6918,1953,10.1103/PhysRev.89.27,"The mass differences of 33 doublets have been measured with a modified Bainbridge-Jordan type mass spectrograph, which has an experimental resolving power of about 60 000. In general, the values obtained are in good agreement with other mass spectroscopic data and with those calculated from nuclear disintegration energies. However, for the C12(H1)4-O16 doublet, the discrepancy between the present value 364.190.06 (10-4 amu) and the value 363.720.19 obtained from nuclear data does not seem to be negligible. The author calculated the atomic mass of C12, one of the mass substandards, from the four different doublet sets, one with the C12(H1)4-O16 doublet and the others without. The four values of the C12 mass obtained were found to be in good agreement with one another, and their weighted average, 12.0038446, was adopted as the atomic mass of C12. Other mass substandards H1 and D2 were calculated from the (H1); -D2 doublet and the (D2)3-C12 doublet using the above C12 mass, and the atomic masses of H1 and D2 were obtained to be H1=1.0081452, D2=2.0147413. The atomic masses of other isotopes were determined by using these mass substandards."
6919,1953,10.1103/PhysRev.89.273,"It is pointed out that in the treatment of the problem of electron scattering by an atom including the effect of the Pauli principle, the use of unsymmetrized wave function and asymptotic conditions in one electron does not ensure the required asymptotic conditions in the other electron. However, the use of symmetrized wave functions automatically ensures symmetrical asymptotic conditions in both electrons."
6920,1953,10.1103/PhysRev.89.274,"Measurements of optical transmission, photoconductive response, luminescent edge emission, and excitation spectrum for edge emission have been made on single crystal specimens of CdS at 77K and 4K. At the lowest temperature there is an energy gap of more than 0.1 electron volt between the absorption edge and the onset of emission. Coupled with information from the emission spectrum and the infrared properties of CdS, this observation suggests that edge emission in this material may occur at a special center and not be characteristic of the pure lattice."
6921,1953,10.1103/PhysRev.89.278,"In this paper we investigate the broadening of the spectral lines produced by small inhomogeneities in the homogeneous C-field of the molecular beam electric resonance apparatus. To do so, we represent the inhomogeneities as an arbitrary function of time because of the flight of the molecules through the field. The transitions which we investigate occur between states which are the instantaneous solutions of the Stark effect problem in which we neglect the effects of nuclear molecular interactions. We obtain a solution for the probability amplitudes for a transition such that J=0 and m=1 by considering a linear combination of the solutions for the case in which there are no inhomogeneities. As an example, we consider the inhomogeneity of the C-field as represented by a linear taper. In this case the amount of line broadening depends on the ratio of the amplitude of the taper to the amplitude of the radio frequency field which induces the transitions. Because under optimum operating conditions the product of the rf field and the homogeneous field is kept constant, the inhomogeneities have a greater effect in strong than in weak C-fields. The line broadening, however, is considerably smaller than one might estimate from the energy level difference computed for two perfectly hodogeneous fields having respectively field intensities equal to the two extreme values of the tapered field."
6922,1953,10.1103/PhysRev.89.282,"A mechanism is proposed to show how the Fermi surface interacts with the Brillouin zone boundaries. The direction and relative magnitude of the variation of the ca ratio for hexagonal crystals from the ideal value for close packing are predicted as a function of the electron-atom ratio, and these predictions are compared with values of lattice parameters which are reported in the literature."
6923,1953,10.1103/PhysRev.89.295,"The ordinary and extraordinary Hall effects have been measured at room temperatures for the N-Cu series of alloys. The number of conduction electrons calculated from n*=1R0Nec (where R0 is the ""ordinary"" constant measured at high fields) agrees fairly well with the number of 4s electrons predicted for the alloys from the simple band model. It is shown that the agreement for these alloys should improve at lower temperatures. Results in pure nickel and copper do not agree so well. A two-band model is invoked to explain the ordinary effect in pure nickel. Since in pure copper the 4s band is half-full, the simple approximation, valid for nearly empty bands, should not be expected to hold. No explanation is offered for the extraordinary Hall effect in any of the samples."
6924,1953,10.1103/PhysRev.89.299,"Measurements of the angular distributions of gamma-rays and alpha-particles from the reaction N15(p,)C12 indicate that the 4.432-Mev excited state of C12 is 2+ or &gt;4, that the 12.51-Mev level of O16 is 2- or &gt;5, that the 12.95-Mev level is 2- or &gt;5, and that the 13.24-Mev level is 4+ or &gt;5."
6925,1953,10.1103/PhysRev.89.302,"-ray spectrum studies on a double-lens spectrometer of the electron spectrum of UY revealed a complex spectrum with three beta-components of 302 kev (44 percent), 216 kev (11 percent), and 94 kev (45 percent), and numerous conversion lines assignable to gammas of 22, 59, 63, 85, 122, 167, and 208 kev, each of these except the 122 kev also observed directly as gammas in a scintillation spectrometer. There is also evidence for a 107- and for a 230-kev gamma-ray. The samples were separated carrier-free from isotopically pure U235 (99.86 percent) by solvent extraction. A decay scheme is presented which gives a total disintegration energy of 324 kev."
6926,1953,10.1103/PhysRev.89.310,The cathodoluminescent spectrum of BaO samples has been studied as a function of the state of thermionic activity and the temperature of the samples.  In order to conduct these measurements a vacuum tube was designed which allowed a sealed-off oxide sample to be studied at temperatures both above and below room temperature.  Two of the six luminescent bands identified were found to vary in intensity as the thermionic emission of the sample changed. A luminescent band at 345 m increased in intensity with increasing thermionic activity; a luminescent band at 465 m decreased with increasing thermionic activity. The peak intensity of both bands was found to vary inversely with temperature. Speculations concerning possible luminescence mechanisms are presented.
6927,1953,10.1103/PhysRev.89.33,"In a survey for alpha-activity among cyclotron produced neutron deficient nuclides of the elements below lead, alpha-activity was detected in a number of rare earth nuclides with atomic number greater than 62, that of samarium, and in a gold and a mercury nuclide. A detailed study of the alpha-active nuclides of europium, gadolinium, terbium, and dysprosium was made.  The relationship between alpha-decay rates and energies in the rare earth region is examined. Calculations of the ""effective nuclear radius for alpha-particles"" were made using five different alpha-decay rate formulas.  The trends of the rare earth alpha-decay energies are discussed, particularly with respect to the discontinuity in neutron binding energies at the closed shell of 82 neutrons."
6928,1953,10.1103/PhysRev.89.343,"The neutron spectra from the interaction of 14-Mev neutrons with a number of elements have been determined by nuclear plate techniques. The plates were exposed to neutrons from the bombardment of a Zr-T target by 200-kev deuterons when the target was as nearly as possible isolated from all scattering material and when the target was surrounded by a spherical shell of the element to be investigated. The variation of F(En), the number of emitted neutrons per unit energy interval with energy (En), appears to be Maxwellian in the region 0.5 to 4.0 Mev and may be represented by F(En)dEn=CEne-EnTdEn."
6929,1953,10.1103/PhysRev.89.349,The 6.5-Mev protons from the 27-inch Rochester cyclotron have been used to determine the angular distribution of protons elastically scattered from copper. Significant differences from pure Coulomb scattering were observed. The results have been compared with the predictions of the Feshback-Weisskopf schematic theory and appear to disagree with these.
6930,1953,10.1103/PhysRev.89.352,"An adaptation of Makinson's theory of photoelectric emission from metals is used to treat simple one- and three-dimensional semiconductor models. The probability of excitation from a state of initial energy  lying near 0, the top of an occupied band, is found proportional to 0-. Thus, the transition probability vanishes at the top of the band. For a density of states having the normal form, n(0-)12, the energy distribution of the emitted electrons contains a factor (0-)32 and is thus concave upward near the band edge.  For certain simple surfaces, the photoelectric threshold may be high because transitions requiring low energy are forbidden. It is pointed out that this feature is an idealization probably not found for real surfaces having the usual inevitable irregularities. In a qualitative discussion, more realistic cases are mentioned. It is suggested that the results retain the form derived above, although the high threshold energy disappears.  An energy distribution proportional to (0-)32 near the band edge is in good agreement with previous experimental results on Te and other monatomic semiconductors. With the graphical methods of analysis previously applied to data on these materials, the point of view taken above permits more definite location of the edges of occupied bands. Improved estimates of upper limits to the density of occupied surface levels are then possible."
6931,1953,10.1103/PhysRev.89.357,"The results of Makinson's treatment of the transition probability for photoelectric emission for a free-electron model has been extended to Bloch wave functions in a periodic field. The particular application of these results to the case of electrons at the top of a filled band has been developed, thereby filling in some of of the details of the preceding paper."
6932,1953,10.1103/PhysRev.89.359,"A theoretical calculation is made of the capture of an electron by a particle of charge Ze passing a hydrogen-like atom of charge Ze. Numerical results are presented for protons passing through hydrogen gas. In contrast to earlier treatments of this problem, the complete interaction Hamiltonian is retained as the perturbation causing the electron transfer. Previous workers assumed that the interaction between the incident particle and the electron was the only perturbation causing the transition and ignored the interaction between the incident particle and the nucleus of the atom. Such a neglect is unjustified. The results of this paper show that when the complete interaction is used the agreement between theory and experiment is good for all energies greater than 25 kev (hve2&gt;~1) in the case of protons in hydrogen, even though the Born approximation is employed. This is a marked improvement over previous calculations which were approximately four to five times larger than experiment."
6933,1953,10.1103/PhysRev.89.365,"The C12(p,p)C12 differential cross section has been observed at four scattering angles by using differentially pumped gas targets of propane and ethylene. The scattering angles employed were 106.4, 127.8, 148.9, and 169.2 degrees in the center-of-mass system, and the energy range covered extended from 0.4 to 4.3 Mev. These measurements show the angular behavior of the previously discovered scattering anomalies at 0.46 and 1.7 Mev and give values of the absolute cross section accurate to within five percent. A careful search in three- and six-kev steps failed to reveal any indication of any hitherto unknown scattering resonances within the energy range surveyed."
